rep,fold,R2,RMSE,MAE,MAPE
4,8,0.9170846185577941,39400.98711822147,22593.786414145867,8.554984028230951
4,9,0.9551807464721342,24206.262216453073,17122.980883223277,6.7888662916018765
4,10,0.9368224940892638,31105.95641143228,20007.93952781393,7.409176542809827
5,1,0.9159617333082518,40799.4736995142,22043.73785452949,8.81623760084629
5,2,0.941671574393275,32101.247499992092,18983.704259793478,7.637499148847017
5,3,0.9126806049453539,33779.13365795385,20686.78005960118,8.373316416666773
5,4,0.9456483634326996,26943.418588294495,18695.495920906225,7.611958559898133
5,5,0.9128024105119221,35802.79558009721,20324.01162239735,8.118315001048718
5,6,0.9327218830444481,32447.620103693745,21260.7622968136,8.325836940170623
5,7,0.9280508129173832,29234.21087063758,19633.084597676392,7.70914487139813
5,8,0.949077508145725,26402.272814593103,18737.9521268899,7.024248718984694
5,9,0.948025312707148,29530.421055106304,17571.273243631716,7.510265672789862
5,10,0.9098129838323087,33823.93385118652,21117.812737586846,7.828625907931006
6,1,0.9294970462345437,31709.119285947992,18444.148087315632,7.717559670842554
6,2,0.9177740738897402,38734.19923280698,21427.714620136056,9.028022718469046
6,3,0.9452629625444506,30347.35414720267,20343.89147031342,7.368325858233928
6,4,0.94240313117758,30783.984227132038,19319.641948784618,7.050913697688192
6,5,0.9447310361341387,27590.71895349197,19216.648785736095,7.4903645376808585
6,6,0.9410527530806493,29180.586260433858,19684.29978038717,7.157235588708609
6,7,0.8973702615641258,37711.07945128188,20620.120763722374,9.977271064783205
6,8,0.9163669263586851,33995.25876255814,20681.691621911457,8.279380724439974
6,9,0.8957828465518707,33731.51140017163,19816.21128460193,7.7106149553276975
6,10,0.9482516087167664,28935.58705428918,18644.374189504262,6.773508038435727
7,1,0.9466778799946788,28871.84275682577,19548.46920659992,7.2899653954208485
7,2,0.9150151455263348,33440.478964846145,18356.111393320967,8.691159117794191
7,3,0.9380928740748052,28978.311297234468,19827.865805390276,8.117331152098926
7,4,0.9223741793015297,36283.17010936506,21498.7801675606,8.597044842848842
7,5,0.936874687573205,31796.04687954228,19585.973927475265,8.760287964992413
7,6,0.9356516089429516,31715.844480910902,19752.27393515507,6.982985573750103
7,7,0.9423317270099024,28954.51628270921,18247.180305468664,6.961857338249174
7,8,0.9110573692697641,34499.616278008456,20641.40257418502,7.953520295031967
7,9,0.9532564497825194,25448.59543611448,17674.22907247074,6.821569451097126
7,10,0.8892899675748165,42286.1391598937,23794.691194193932,8.681919278541947
8,1,0.9393375852982717,28586.57929146283,18248.27594906669,8.300392797755041
8,2,0.9421745693245794,30551.91236677549,20362.63677795661,7.768838764250768
8,3,0.9276386378186577,35340.292762748075,21094.234276763553,7.9184439187132805
8,4,0.9418563346305338,26078.29220287296,18015.18931860521,7.2706490202229235
8,5,0.932209321270349,30763.860609853633,20683.51531602091,8.55273645380552
8,6,0.9210054186455492,34524.51939154141,19916.092527463217,8.573967262907734
8,7,0.8687861054551673,45682.940381272274,22560.48397900684,8.518093658110026
8,8,0.9544409081572471,27164.943973056383,17858.872746593486,6.651383597709369
8,9,0.9273509533681339,35992.43478745338,20225.87540397833,7.054643831831624
8,10,0.9223399394392535,29897.533807617838,19507.282611240917,8.079237179419758
9,1,0.9228348239151711,32335.94807651828,21595.10536264688,9.754187546348929
9,2,0.9547939224096171,25213.237370045714,17410.82938796428,6.9800671016678235
9,3,0.9427570173108519,29716.60718024962,18200.74929141571,6.6502515376783675
9,4,0.9355608628867589,34740.543532122574,20787.867295569926,7.5256912076749325
9,5,0.9207159518824123,34392.80859387599,21232.23079952731,7.864881233484887
9,6,0.9205697715616301,30344.515212029826,18651.467982608585,7.439510761510679
9,7,0.9467306306379468,28786.612497347713,18945.7648815033,9.07114513623832
9,8,0.8927235948746362,42740.051227976386,22727.214491265717,8.406469567250841
9,9,0.9326378562505651,29914.794482583085,17993.406056041622,7.371544703785937
9,10,0.929642551842398,32513.484157731906,20280.884621341815,7.510629874161278
10,1,0.9208297364531568,32452.611850856814,19724.548022341784,7.512412110269367
10,2,0.959504666132785,26988.255250507413,18829.029419335595,7.82575480233707
10,3,0.914571308239524,33541.93691495493,20918.512061325662,9.418341668186272
10,4,0.9315749207989048,30811.04145883014,19946.20166364352,7.663463906865001
10,5,0.9455738530196649,27768.44971143876,18653.029103892026,6.7557966290433145
10,6,0.9495156807605369,29546.753824153755,19860.892501434377,7.349434739899177
10,7,0.9255528442010316,30384.167129825073,21142.989006886553,7.784104552174154
10,8,0.8961226073333318,40952.37495139513,20983.837233123435,7.82467065972484
10,9,0.9154481718792791,38905.81942004139,20957.596475601276,7.755515776189482
10,10,0.9413326769163014,27561.14404025344,18862.068133643483,8.932068468100725
