iteration,r2,rmse,mae,mape,residual_skew,residual_kurtosis
33,0.8771457108151506,42977.41856449518,23244.39590500947,8.415708881577498,-1.227407018914302,42.342455461602505
34,0.920596187031925,34551.41541752319,20426.020087647947,7.672223090070615,-0.3352774084355264,22.34273977125411
35,0.9104977484626274,36682.77184461212,20813.3291665332,7.671928715462636,-1.8722846005981393,42.75450483236951
36,0.9111039745360731,36558.32895794139,21137.631579598066,7.6936756917721585,0.035090200869463684,22.9607071523822
37,0.9016949699186121,38444.39533058797,21710.65447906482,8.054422631382764,-1.0596099675996404,33.11973172720461
38,0.8984303335819094,39077.536497230336,21620.530294835415,7.848210281756536,-1.4630527569263105,41.09606232381564
39,0.9049011542991738,37812.273200922806,21128.08543151466,7.7132832346712625,-1.6462501986385383,42.60402783296738
40,0.9152836880853851,35688.53203848298,20305.735031929857,7.524554025812646,-0.8603584347824151,31.15026748821691
41,0.9277923317450193,32948.58928756508,19701.36124716539,7.365930629336128,-0.8950651918449269,22.824767918301845
42,0.9197067175846889,34744.396339495295,20261.1839183737,7.545658530040271,-0.8608904059281193,28.36235081611789
43,0.9160276400656057,35531.48376474607,20511.4156949445,7.540547404746503,-0.02725176637530261,23.29049084440051
44,0.8340151086034644,49955.05524991448,29217.84691576112,10.455341472426023,2.2786296668710406,14.69820469208638
45,0.9138647175333228,35986.17647948326,20725.501213975444,7.635701428773843,-1.2889615015437448,33.27516626055148
46,0.9075257783113723,37286.8337785354,21069.843860065845,7.742609677371001,-1.9141494795492966,42.66825549971636
47,0.9228588474061908,34055.575682358736,20296.413663314703,7.539213176612945,0.04630127489069819,17.960341136182784
48,0.917226051179714,35277.028943338286,20858.093218490252,7.709627365949216,0.7661950777040049,15.267988601609884
49,0.9086792729198145,37053.55185484486,20932.910513483406,7.665751511250095,-1.2037953711380631,37.38205231585088
50,0.8498668555674957,47509.827618918396,27310.747297988375,9.748432718940581,2.1112266015611354,16.505630831359333
51,0.9265803291765499,33223.958897859375,19926.866637219955,7.389809980015059,-0.9623941439787087,22.831188998115792
52,0.9223037867068724,34177.87765315826,20298.811085068963,7.620367961778814,-0.15019120594410904,19.214450350761048
53,0.8715791751857171,43940.28725966505,24806.8352122372,8.869368891399512,1.3927440170905654,19.688119183832903
54,0.9230377564269607,34016.06119305401,20135.299904658994,7.467047491450593,-0.8153296034879154,26.720216212400793
55,0.9161667426268814,35502.042118981015,20666.25702726837,7.616184702899136,-0.43946988099317646,23.580474217857038
56,0.9147845728237559,35793.509056846575,20461.62880721803,7.492372637338791,0.11461699271541158,21.705176011266737
57,0.9068851569074624,37415.76439718194,20986.52858872445,7.687034607653855,-0.8746193835159347,33.13017941942175
58,0.9152065603421435,35704.7741862815,20469.25290589211,7.622419414569781,-1.4939048177703556,38.85462207281328
59,0.9161146609042733,35513.06829451721,20326.667537716075,7.521496545475477,-1.2128843451061821,36.6185264380212
60,0.9186857857642075,34964.58670974058,20792.91747131556,7.7542576806934935,-0.3912588344696085,20.679080724042116
61,0.8640301809365044,45213.32268795257,25587.976943804042,9.199028956572166,-0.25114359236894745,29.911118756246722
62,0.9228489506857701,34057.76016943652,20317.160872731125,7.546029168091276,-0.8799368163657494,24.42018917737468
63,0.9141767219506882,35920.941701667805,20087.915247305617,7.37780272045106,-1.0748338557699362,32.99148314909122
64,0.9038801670683406,38014.70879117401,21206.780468738703,7.665514419705216,-1.1466743164631983,38.21530787318387
65,0.9172570892846773,35270.4143332777,20301.85569910269,7.505375781204993,-0.6380539508495011,26.176140850474752
66,0.9215494148154695,34343.397619475836,20137.163574456976,7.515686953198792,-0.8413571625335295,26.539326174856697
67,0.8805727851667637,42373.74184850714,24111.205572449267,8.674152389393907,0.6371771213167677,24.781332950928196
68,0.9110399470430542,36571.49218324652,21037.90852430246,7.6873518321786305,-0.019809534236566718,25.68231372721155
69,0.826251590182808,51109.96500337579,29596.682244762193,10.515571061207183,2.4038323604282614,14.802185972179908
70,0.889368643121593,40783.480283470504,22243.815806202776,8.121648783707682,-2.8387828758335987,59.631837661483736
71,0.9190460644380345,34887.041969164275,20676.799920782498,7.680062587603976,-0.6020092723967292,23.879979854458355
72,0.883556222821962,41841.12052156327,23581.43240282644,8.46382569972606,0.7840517146826061,22.737166135180495
73,0.9262303200510242,33303.05801681487,20324.708049170764,7.629915254404097,-0.5167877584140893,16.90642358086265
74,0.9254446475239213,33479.932844990624,19799.41759283978,7.390273448474266,-0.7132940387038432,25.00190115863498
75,0.8459759699978365,48121.52761357396,27796.084312841005,9.932063868956813,2.1854574710033936,15.698545870794048
76,0.9185636371121255,34990.83842030223,20587.02466447936,7.574722141110465,-0.4606088129160506,22.55195757065605
77,0.8620212065010653,45546.11473851258,26199.552256439587,9.368344221427378,1.6883019192082696,18.06724712762167
78,0.8487181261736603,47691.239716617376,27339.241251887266,9.76484274452887,2.145661649889349,16.092946361348496
79,0.919492723249011,34790.66519566416,20140.282937244992,7.5000248207598235,-1.449198302456737,34.961011554594364
80,0.911448829431075,36487.34957886271,20963.003413354327,7.743077908788109,-1.4486815472817822,37.58650261115546
81,0.9139884486262516,35960.32058755188,20628.476282269094,7.531507521240134,1.0731354644250133,19.2962702845316
82,0.9028054635595288,38226.63684142171,21006.49683908467,7.6104884597833005,-1.6609931282350774,44.77372730000947
83,0.9090207339138942,36984.21276590213,20563.54762149268,7.558124866180045,-1.8746829847186013,43.39128884379937
84,0.9108989826052412,36600.45596553267,21086.42490162278,7.812441498935546,-0.7817219550875767,26.394656452022446
85,0.9172144115095842,35279.509183509464,20486.958670483404,7.581197708339974,-1.12447720402698,30.57640908908288
86,0.8654681705615165,44973.60366704252,25548.390430945234,9.118751757060437,1.279629422126899,19.47509647494345
87,0.9087179624841288,37045.701842606315,20699.622839913383,7.611078342380108,-1.5402256085429793,39.13875968698816
88,0.9187439763643496,34952.07367964487,20594.494015991375,7.597857535837527,-0.8264680922311882,26.19179266900955
89,0.8886106951982639,40922.94792931195,22690.625915602486,8.25847457578625,-1.4445364323323056,43.413542937584026
90,0.85988000974861,45898.153444531876,26478.90297388282,9.456844369856746,1.8491994226885988,16.999386152700573
91,0.8370734568935266,49492.693055290765,28674.59481995736,10.267107294731256,2.2886023404724174,15.006847581470646
92,0.8857884372797289,41438.13502977313,23773.427648551507,8.488420574760463,0.4369298316099779,23.141572370307962
93,0.9172706723035666,35267.519231069535,20341.038204451237,7.556796502243289,-0.913287949055481,30.938316710315988
94,0.9203404585496916,34607.00895882758,20375.996112002074,7.624340677597921,-1.0523830710434692,26.731517369434968
95,0.878511889223379,42737.78929531947,23868.17418340514,8.598109812640379,-0.42369057475138855,33.148098887054324
96,0.9273019676641578,33060.27733622952,19965.536323171804,7.561091212847487,-0.8333617646693362,23.133280073817907
97,0.9120363952662266,36366.095384314634,20753.492954807072,7.604418636523354,-0.3166219901704563,25.415886834422643
98,0.9146802469525941,35815.41264245398,20874.30242456992,7.598576164347389,1.1292326103729289,16.273247839163858
99,0.8714054255860557,43970.00217049458,25081.954728309658,8.992920051345745,1.4078356161029972,19.340797288303207
100,0.8839168070590061,41776.28688707135,23264.597377551174,8.403279867492406,-0.13237239912745782,29.177638345913223
101,0.9111280697131606,36553.374073265004,21072.03511850586,7.763871642858204,0.5743084865732738,19.180622485265054
102,0.8445120232351035,48349.67626922797,28005.437064046273,9.984146241288846,2.230354242053591,15.925335955271615
103,0.9240947277123801,33781.67158824596,20363.643909580867,7.564173332236648,-0.7238679890336354,21.767603789409804
104,0.8609932687607209,45715.45849477802,26312.17227930613,9.422588575037658,1.708570816628661,17.313234031710692
105,0.898249746418867,39112.260287120145,21803.324426874886,7.9792426029688555,-0.7629562813854164,34.23230960762614
106,0.9153534752735528,35673.829347939005,20926.076991348782,7.677284639523192,-0.6760404644670923,27.531187710779193
107,0.9161291360773209,35510.00411195085,20808.204986588924,7.719236469895933,-1.2632796277175022,30.672760039647507
108,0.9155985904765599,35622.14064963443,20784.5411728935,7.661621700472519,-0.9871333184510236,28.294828758582668
109,0.9192392424133942,34845.392150636646,20234.759007093795,7.501275297358162,-1.1738965161989485,31.984889063701686
110,0.9196704722417292,34752.23747163704,20427.403722434625,7.530715473165187,-0.8732293741426553,27.189882867459936
111,0.927196454403434,33084.2603296269,20031.035323568867,7.516261513959457,-1.1885278416451521,24.218673014609294
112,0.8720364354927059,43861.98973116876,24369.56466040261,8.729067863343742,0.04341471547301293,29.180568628830386
113,0.9155325222631924,35636.08017275803,20771.308403935167,7.729602947837605,-0.9506666773761494,30.456836850103684
114,0.8521988103542143,47139.40854556119,27183.345356555397,9.704821275579926,1.0902103226069646,18.69798910220512
115,0.9143135156561073,35892.30309451489,20643.30303172339,7.648228000840163,-1.028594471110313,32.43743286728779
116,0.9057611718248152,37640.90901214003,21758.616348133462,7.930977499844291,-0.16714353088507614,24.522931372970433
117,0.8719191632473762,43882.083794944025,24843.811617346368,8.868890601383168,1.4968771929668212,19.645834794896764
118,0.8992738447220591,38914.93352620925,21754.363513195043,7.935881617310946,-1.513446172086608,41.999516361721525
119,0.9195032761131168,34788.38494716522,20174.024463582282,7.466661216572697,-1.1386232386546444,30.946185832937672
120,0.920691796692205,34530.6075747903,20563.00364627613,7.656463812570112,-0.2414396212818323,20.298353533594295
121,0.8855842410616096,41475.16163023218,22979.282749566333,8.34651637770126,-1.5780199580902698,45.16404283316219
122,0.8348057947470982,49835.93018634339,28583.42748397553,10.15351562910951,2.392051983264755,15.770575484082725
123,0.9199154101527366,34699.214384569364,20452.900707740966,7.5709393437441515,-0.9490584811305827,26.551610815105853
124,0.8674484723798307,44641.3719245149,25473.354075622603,9.158178144181305,0.6345353459317624,22.289070335613943
125,0.8783847894635821,42760.13939502928,24325.468099792364,8.702297426243577,0.22428810712396788,26.805485480022874
126,0.8341343652779702,49937.106193893764,29022.18898113782,10.36362823769678,2.3252375963516223,15.039561769649131
127,0.9234592941771024,33922.77686513792,20073.732826480762,7.470106472588569,-1.0401911507988688,27.19197271619236
128,0.9116849685127211,36438.666761001914,20454.276907751402,7.550436678558803,-0.8597844103502944,32.22340382871996
129,0.9190999417434836,34875.43084338338,20055.539387560326,7.422895416865101,-0.46408333879557045,26.365868046453045
130,0.8647856098177068,45087.54836922958,26254.8500240174,9.447718809617704,1.227206687649455,18.130910525036228
131,0.8825796165786737,42016.21351742328,22749.44988204319,8.223230996023597,-1.4007572013145229,44.1520583938977
132,0.9265934993519939,33220.97887229313,20007.334757920904,7.598773690242807,-0.7398228853287944,19.971550916633056
133,0.9137466189998787,36010.83802813832,20580.422660864187,7.5713076286331855,-1.4537122641556333,36.932713361775065
134,0.8524881011178321,47093.2530478384,27059.939221255176,9.659230774256548,2.138878707472908,16.554896541126993
135,0.9146569428919794,35820.30358231177,20585.104095869912,7.5530593931931955,0.21339142275325731,22.058815943110986
136,0.9214599788223498,34362.96828905168,20201.987304578706,7.5584074917306205,-0.6653930562171296,24.555366640412572
137,0.9217122962753974,34307.72669805873,20231.573530421818,7.605182102126435,-1.3642274760601785,27.728034555286683
138,0.8738470663864903,43550.56979031221,24880.098949283907,8.937715171273592,1.0675398708894754,22.12699621878059
139,0.9129136559332939,36184.301531615354,20770.944986800492,7.605505480775918,-1.5981333073389818,37.259374881760515
140,0.912799430743522,36208.02398974772,20674.386310086247,7.604413360552884,-1.8625764369994315,40.87995064069703
141,0.9133314689877365,36097.396687204084,20257.0366698424,7.476044453686219,-0.42018572157805234,32.19321055884917
142,0.8494739455789873,47571.95543403169,27676.79854046764,9.947776944308282,1.8538027400784354,15.86880458700554
143,0.9160420450012344,35528.436031605284,20265.075328777308,7.546659621369746,-1.9435483909563243,38.78240966416702
144,0.9103010888872128,36723.05049567487,20956.359122010334,7.633808497472853,0.5400998440168202,20.847754000914556
145,0.8785835898040694,42725.175811769135,23548.040897464693,8.55162146910394,-1.8418605335237797,48.21779047059559
146,0.8437410730092032,48469.39325237021,28055.029900354308,10.044785025598491,2.1936473723202785,15.490875715192166
147,0.8774697600949565,42920.70097921443,23929.854995204612,8.59337547089236,0.023143293915838307,30.069834122273676
148,0.9196463178774726,34757.46192106527,20467.64656637396,7.525632079746345,-0.25356048603081116,22.90178960944801
149,0.9181709897096673,35075.091574102946,19898.285507850294,7.338556482248583,-0.46004583631754475,29.82039215905902
150,0.8848809216436274,41602.44128233981,23505.12975280633,8.440888658038496,0.43051840435497524,24.56817770816241
151,0.9096601874542639,36854.01063676458,21080.371762280916,7.660411287132453,-0.7315682527433437,33.22895442584264
152,0.8587411571450532,46084.29908206229,26452.033437400314,9.452802623906805,1.7528850872339667,17.07919476397352
153,0.9234873752288102,33916.553544960225,20730.478272704036,7.760168172576481,-0.3671505169278382,17.991986217539278
154,0.9171017637482716,35303.503738571184,20193.411013344547,7.490067861615865,-1.1034602449092439,32.88558574397246
155,0.9075961826901653,37272.63708581814,20877.405646009993,7.678803063281298,-2.2965438001741783,49.730727629766704
156,0.9201636981527166,34645.38326328031,20172.561534294346,7.4950763114128796,-1.055068154538463,31.225890603947917
157,0.9264856123176407,33245.38268471491,19720.262086855404,7.36156910532874,-0.5927947660038283,23.015210974508108
158,0.8752863791691775,43301.41700107212,24843.035112740916,8.96658072092925,0.7188117430047667,21.91686514923382
159,0.9225808567116783,34116.88290336028,20115.67627203214,7.488170953109307,-0.841422218043431,27.12830438655316
160,0.8968507523462855,39380.22531691799,21923.051582179167,7.99364647492,-1.1607068037929427,36.83921875871982
161,0.9122661656321697,36318.568257597704,20760.534209856392,7.65985542906191,-0.1612434450721612,24.49442799896577
162,0.9003432709256166,38707.799130299536,21154.25419857039,7.758026115639273,-2.407242930109205,50.7074023202974
163,0.9231627534829466,33988.42663402227,20307.758129981758,7.554573599828217,-0.8467297164436182,23.050230603479733
164,0.9256156676649127,33441.51152484864,19886.05214859228,7.437998598091535,-0.9313089769417949,25.763762891010806
165,0.9200643040281147,34666.94285676167,20136.0733161696,7.510699171708659,-0.9576268846927062,30.190927718370503
166,0.91750023192673,35218.55459721003,20545.30577506955,7.613122338475319,-0.6358572826730622,26.39436138337109
167,0.9230503106653021,34013.286695219824,19878.58193142116,7.412963100401791,-0.33647589660476895,23.678936518737707
168,0.9193947128493596,34811.83601383691,20452.84202094303,7.563623873543171,-0.6479557616474537,27.918259931714296
169,0.9203589587959138,34602.99013476788,20232.083895129505,7.508746617448667,-1.5934593117115612,32.293927890878656
170,0.9042217218263805,37947.10744751167,21349.223727678604,7.786098657224535,-1.4218675784821477,41.032641652449364
171,0.853861865853313,46873.452540028,27054.492296226825,9.671951207671363,1.8854396666432358,16.048930451809056
172,0.9290096315763833,32669.679907983053,20021.16420827824,7.547462049521774,-0.6772371637905975,20.03437478433262
173,0.9167009941360662,35388.73783471687,20747.303886716025,7.677281153116912,-0.874165718020891,24.95941452805838
174,0.8791233436675518,42630.10313923973,24096.86449123598,8.596054658494213,0.5773130925719957,25.131816088717898
175,0.924334912119953,33728.18215802807,20552.04797428603,7.711534751523665,-0.8309791249570007,19.909145061498485
176,0.9182656281722568,35054.80284609112,19856.81092049415,7.358202199220995,-0.7427325684793719,30.889142472991928
177,0.8397568916303518,49083.4232904162,28729.28105297796,10.305098023111073,2.161567048786718,15.108412846872286
178,0.9141612433011196,35924.18081472661,21052.233522736413,7.710647363199226,1.168024927944011,16.91914613756778
179,0.8604923828770444,45797.748169836515,26348.82171696501,9.438014568120119,1.9013510437777974,16.93569802697052
180,0.909617750973302,36862.6655744698,20942.84727125408,7.692974362789544,-1.6617621627881567,42.0553072434811
181,0.9276313830365226,32985.2895524714,19891.400856686287,7.453416583177738,-0.4398764514095804,20.1275814146177
182,0.922480193182903,34139.055779735485,19997.080222500546,7.537159548521519,-1.2236428744222612,29.864106516906446
183,0.9141412396055424,35928.3664212239,20518.1677544473,7.648154342311623,-2.3013434467895895,44.538022035946945
184,0.9272843062394326,33064.29296170196,20171.798111863558,7.561918413843472,0.019878850774794225,16.091539109707924
185,0.9234683990640046,33920.75916599875,19864.691470581267,7.328360018804441,-0.426349312621148,24.957537367392618
186,0.8876798833685698,41093.57615044733,23200.300727270922,8.396152294663239,-0.08488989508209231,29.39837092303692
187,0.871072425690095,44026.89624817445,24688.051598547532,8.828495406141494,0.9136021850532842,22.746549909764845
188,0.91548497242289,35646.109189612114,20601.99812733505,7.672454170113986,-1.933441316129475,40.02556639864561
189,0.9144495001357673,35863.81123729908,21026.496039888727,7.791831790827339,-1.0777226792976162,29.467493792153505
190,0.8271377399592594,50979.46314692752,29222.09422394669,10.393840337777858,2.554398271195433,15.60747659099919
191,0.9147457989411563,35801.65133535214,20547.39261268754,7.623803186124313,-1.9678120225699425,40.21862570733123
192,0.8767526743267866,43046.11053015025,23904.775420552924,8.613778363255177,-0.8618187695786923,37.728626323011305
193,0.866797233315954,44750.901345125865,25546.640090433433,9.143790542437506,1.2310724376504694,20.582250548576887
194,0.9248617052784429,33610.56642665885,19989.79466604187,7.444484676114705,-0.9384890869044525,26.29419299665127
195,0.8694239854011874,44307.461507012405,25322.37643125749,9.02917082836,1.5132286506930388,18.828447461251834
196,0.913536284332338,36054.71871751879,20803.174432769694,7.674454789788849,-1.5795225235431996,34.85649000030261
197,0.8964658398377996,39453.63267134231,22492.051943943694,8.171882926203361,0.40101629741779055,22.90723621712022
198,0.9197328357270742,34738.744976947055,19954.93685853914,7.462623317429666,-1.3206766764774631,33.245163519195344
199,0.925197898131145,33535.28989721825,20119.40850280933,7.531795507000592,-1.0682694472699343,25.615653348246582
200,0.9202224604602237,34632.63081001867,20117.700203827942,7.383897961460533,-0.6592092503886462,26.87862650437441
