neighborhood,col,count,n_opt,rate_in_group
SawyerW,Exter Qual,9,9,1.0
SawyerW,Fireplace Qu,9,9,1.0
SawyerW,Full Bath,3,9,0.3333333333333333
SawyerW,Garage Area,2,9,0.2222222222222222
SawyerW,Garage Cars,6,9,0.6666666666666666
SawyerW,Garage Cond,9,9,1.0
SawyerW,Garage Qual,9,9,1.0
SawyerW,Gr Liv Area,9,9,1.0
SawyerW,Heating QC,9,9,1.0
SawyerW,Kitchen Qual,9,9,1.0
SawyerW,Low Qual Fin SF,9,9,1.0
SawyerW,Utilities,9,9,1.0
Somerst,1st Flr SF,5,9,0.5555555555555556
Somerst,Bedroom AbvGr,5,9,0.5555555555555556
Somerst,Bsmt Cond,9,9,1.0
Somerst,Bsmt Qual,9,9,1.0
Somerst,Bsmt Unf SF,9,9,1.0
Somerst,BsmtFin SF 1,9,9,1.0
Somerst,BsmtFin SF 2,6,9,0.6666666666666666
Somerst,Exter Cond,9,9,1.0
Somerst,Exter Qual,9,9,1.0
Somerst,Fireplace Qu,9,9,1.0
Somerst,Full Bath,2,9,0.2222222222222222
Somerst,Garage Area,2,9,0.2222222222222222
Somerst,Garage Cars,6,9,0.6666666666666666
Somerst,Garage Cond,9,9,1.0
Somerst,Garage Qual,9,9,1.0
Somerst,Gr Liv Area,9,9,1.0
Somerst,Heating QC,9,9,1.0
Somerst,Kitchen Qual,9,9,1.0
Somerst,Low Qual Fin SF,9,9,1.0
Somerst,Open Porch SF,5,9,0.5555555555555556
Somerst,Utilities,9,9,1.0
StoneBr,1st Flr SF,7,9,0.7777777777777778
StoneBr,Bedroom AbvGr,5,9,0.5555555555555556
StoneBr,Bsmt Cond,9,9,1.0
StoneBr,Bsmt Qual,9,9,1.0
StoneBr,Bsmt Unf SF,9,9,1.0
StoneBr,BsmtFin SF 1,8,9,0.8888888888888888
StoneBr,BsmtFin SF 2,3,9,0.3333333333333333
StoneBr,Exter Cond,9,9,1.0
StoneBr,Exter Qual,9,9,1.0
StoneBr,Fireplace Qu,9,9,1.0
StoneBr,Full Bath,7,9,0.7777777777777778
StoneBr,Garage Area,3,9,0.3333333333333333
StoneBr,Garage Cars,6,9,0.6666666666666666
StoneBr,Garage Cond,9,9,1.0
StoneBr,Garage Qual,9,9,1.0
StoneBr,Gr Liv Area,9,9,1.0
StoneBr,Half Bath,1,9,0.1111111111111111
StoneBr,Heating QC,9,9,1.0
StoneBr,Kitchen AbvGr,1,9,0.1111111111111111
StoneBr,Kitchen Qual,9,9,1.0
StoneBr,Low Qual Fin SF,9,9,1.0
StoneBr,Open Porch SF,6,9,0.6666666666666666
StoneBr,Utilities,9,9,1.0
StoneBr,Wood Deck SF,6,9,0.6666666666666666
Timber,1st Flr SF,5,9,0.5555555555555556
Timber,Bedroom AbvGr,2,9,0.2222222222222222
Timber,Bsmt Cond,9,9,1.0
Timber,Bsmt Qual,9,9,1.0
Timber,Bsmt Unf SF,9,9,1.0
Timber,BsmtFin SF 1,9,9,1.0
Timber,BsmtFin SF 2,6,9,0.6666666666666666
Timber,Exter Cond,9,9,1.0
Timber,Exter Qual,9,9,1.0
Timber,Fireplace Qu,9,9,1.0
Timber,Full Bath,5,9,0.5555555555555556
Timber,Garage Area,3,9,0.3333333333333333
Timber,Garage Cars,6,9,0.6666666666666666
Timber,Garage Cond,9,9,1.0
Timber,Garage Qual,9,9,1.0
Timber,Gr Liv Area,9,9,1.0
Timber,Heating QC,9,9,1.0
Timber,Kitchen Qual,9,9,1.0
Timber,Low Qual Fin SF,9,9,1.0
Timber,Open Porch SF,6,9,0.6666666666666666
Timber,Utilities,9,9,1.0
Timber,Wood Deck SF,3,9,0.3333333333333333
Veenker,1st Flr SF,6,9,0.6666666666666666
Veenker,Bedroom AbvGr,6,9,0.6666666666666666
Veenker,Bsmt Cond,9,9,1.0
Veenker,Bsmt Qual,9,9,1.0
Veenker,Bsmt Unf SF,6,9,0.6666666666666666
Veenker,BsmtFin SF 1,6,9,0.6666666666666666
Veenker,BsmtFin SF 2,6,9,0.6666666666666666
Veenker,Exter Cond,9,9,1.0
Veenker,Exter Qual,9,9,1.0
Veenker,Fireplace Qu,9,9,1.0
Veenker,Garage Cars,9,9,1.0
Veenker,Garage Cond,9,9,1.0
Veenker,Garage Qual,9,9,1.0
Veenker,Gr Liv Area,9,9,1.0
Veenker,Heating QC,9,9,1.0
Veenker,Kitchen Qual,9,9,1.0
Veenker,Low Qual Fin SF,9,9,1.0
Veenker,Open Porch SF,3,9,0.3333333333333333
Veenker,Utilities,9,9,1.0
