rep,fold,R2,RMSE,MAE,MAPE
3,8,0.9291986713626857,30741.208900101836,19291.110093417305,8.601413311902872
3,9,0.8934504386053082,40267.163018536135,20348.900239024686,7.274721217384716
3,10,0.9372177475907765,31573.786911482588,19827.997205375017,7.672292464537751
4,1,0.9192409027653101,34964.41994085334,20863.05947554654,9.398802133210857
4,2,0.9374814331584308,27185.404882474788,18012.490671630214,7.831412340579042
4,3,0.9282996487177423,35570.63796331927,20861.20670130307,8.934844676899068
4,4,0.9605493514409361,20882.421957212886,15857.886855951752,6.6023605763623
4,5,0.9261115847937591,35249.94338301384,21997.849101854335,8.028077234795289
4,6,0.9158033296347052,34518.561941217085,21265.982881139582,8.04866360162225
4,7,0.9379539248115173,30643.956373050678,18384.33799057315,6.771722214912708
4,8,0.9221171635219055,38186.55066217775,22157.56488494152,8.329391630062712
4,9,0.9555428918933109,24108.268985611354,17109.810852738417,6.719629946608522
4,10,0.9395144704153566,30436.034261465662,20202.360564565024,7.418324415834398
5,1,0.9248722563867986,38575.9109396822,21801.733462708235,9.015305000743346
5,2,0.9404672242391817,32430.963326867124,19575.786441605836,7.626401777942698
5,3,0.9186628344535385,32601.50617609754,20021.752104743908,8.014804869214629
5,4,0.9443324557409308,27267.631552066312,18582.59374398266,7.681958881106729
5,5,0.9084397688576946,36687.50175589835,20331.476533107292,7.982791173649996
5,6,0.9303748600336472,33008.74217473698,20513.08916840363,7.850503022952315
5,7,0.9329776766121509,28215.527178537213,18669.864732820508,7.464093895936881
5,8,0.9472814413204521,26863.85005450728,18629.916042801542,6.907111593087737
5,9,0.9532008757639852,28021.576158225816,17798.802179335726,7.697475491431319
5,10,0.9124222041786045,33331.05899510586,21224.948243050065,7.912096328905078
6,1,0.9319789198371765,31146.000457182156,18441.680243101342,7.753769476578881
6,2,0.9309659397044213,35491.299732193445,21685.679053401498,9.469157959120734
6,3,0.9523944164924668,28301.479211085705,19217.320239141103,7.30509869386763
6,4,0.9494144144734795,28849.53259777832,18056.920863296713,6.700647563076517
6,5,0.9411683449803878,28466.09463918246,19751.38246447833,7.611873185968593
6,6,0.9412692464428357,29126.95174262723,19046.046455796706,6.986343025168515
6,7,0.9093300721240632,35445.73514402564,20164.677454480745,9.985044062516007
6,8,0.9085475967047979,35548.95868049067,20879.33169633358,8.12537442036306
6,9,0.8907300629909929,34539.53957071977,20071.982358668018,7.800172225726551
6,10,0.9512144753480177,28095.02100788675,18868.85406789101,6.751043261544373
7,1,0.9442005988990778,29534.90434382908,19420.3312982996,7.084398355443924
7,2,0.921516509773128,32135.930224356714,18525.26626026539,8.950410138237563
7,3,0.9380106275096898,28997.554441322023,19728.56325433492,8.070065591754153
7,4,0.9320547007338745,33945.47033508368,19810.633955692814,7.907624039268526
7,5,0.9458885858490398,29438.50833662851,19858.70257291173,8.9158578453714
7,6,0.9379484966733058,31144.65950442059,19700.245743311327,6.968432895774043
7,7,0.9465701411997436,27870.185181846937,17890.110980529505,6.890445138903662
7,8,0.9100244836689283,34699.359070794446,19919.76947504851,7.7730400736817336
7,9,0.9462266704143788,27295.20966552231,18681.08604725213,7.235425602265693
7,10,0.8970734552437685,40772.58460483906,23466.192100888882,8.551769127324599
8,1,0.9351977914243876,29545.90160626204,18223.308592187404,8.177408121409012
8,2,0.9430137928220663,30329.401337126656,19898.07337975682,7.649721664582774
8,3,0.927424273831432,35392.60026195823,21172.40234413238,7.9833559380157775
8,4,0.9394343699782347,26615.894337170226,18076.60998513746,7.223157065401238
8,5,0.9382340964305623,29365.016105537634,20157.61663417365,8.316603700637987
8,6,0.9239207966384898,33881.44848733277,20338.43610913706,8.909924843341015
8,7,0.8632849642861409,46630.73668925729,22597.45331391273,8.444854561281
8,8,0.9629911539414857,24483.53126631534,16914.860746366143,6.447297795689755
8,9,0.9424922463943687,32022.81219792659,19287.81653377398,6.918807556341817
8,10,0.920687698611082,30213.89942132812,20014.840520752776,8.190610133434225
9,1,0.9199277886292669,32939.4113957771,21666.277780885302,9.763630617986871
9,2,0.955534764286892,25005.78535123111,17717.36389141616,7.211448050659099
9,3,0.9505478511886524,27620.44553193666,16948.843778370996,6.204176144799717
9,4,0.9371204698745741,34317.55944452166,20828.292016752595,7.335606336155733
9,5,0.9289208633220534,32564.604398567044,20542.719519086317,7.778006076840308
9,6,0.9263454801606987,29220.45667572124,18084.065043803133,7.208563876795947
9,7,0.949915325103386,27912.852045707896,18781.04839361737,8.818109655676377
9,8,0.9052029461780584,40177.26343355693,22481.64318811649,8.343729809705051
9,9,0.924223897026901,31728.11031906674,18678.580001420753,7.5717480396227375
9,10,0.9361918036247947,30963.26187817616,20000.785366034965,7.390569227760071
10,1,0.9154741682718057,33532.299504674294,19759.441232072782,7.5774933257980335
10,2,0.9601118435437991,26785.163355095705,18350.835191923186,7.279078264131974
10,3,0.916113229185758,33237.85572096293,20421.141263750782,9.048266602597065
10,4,0.9273439795764811,31749.32725137407,21017.29718925305,8.17355854926053
10,5,0.9481691694061434,27098.292316441064,18235.611607464903,6.670055198259281
10,6,0.9541508096747618,28157.711629840775,18900.005109778005,7.190852170678913
10,7,0.9300902783790317,29443.678530355992,20497.702229585684,7.543925342362905
10,8,0.9122360675566056,37642.339729252984,20067.320316715148,7.534032171970573
10,9,0.9162481376663749,38721.33321883773,21036.544355644564,7.734112432351384
10,10,0.9428754686030391,27196.33799206271,18405.40086654288,9.137236902256632
