combo,count
Garage Qual + Kitchen Qual + Utilities,75
Garage Qual + Kitchen Qual + Low Qual Fin SF,75
Garage Qual + Heating QC + Utilities,75
Garage Qual + Heating QC + Low Qual Fin SF,75
Bsmt Cond + Bsmt Qual,75
Bsmt Cond + Exter Cond,75
Bsmt Cond + Exter Qual,75
Bsmt Cond + Fireplace Qu,75
Garage Qual + Heating QC + Kitchen Qual,75
Bsmt Cond + Garage Cond,75
Bsmt Cond + Garage Qual,75
Bsmt Cond + Gr Liv Area,75
Bsmt Cond + Heating QC,75
Bsmt Cond + Kitchen Qual,75
Bsmt Cond + Low Qual Fin SF,75
Garage Qual + Gr Liv Area + Utilities,75
Garage Cond + Gr Liv Area + Utilities,75
Garage Cond + Kitchen Qual + Low Qual Fin SF,75
Exter Qual + Fireplace Qu,75
Garage Qual + Kitchen Qual,75
Garage Qual + Gr Liv Area,75
Bsmt Qual + Gr Liv Area + Low Qual Fin SF,75
Bsmt Qual + Garage Cond + Heating QC,75
Garage Cond + Low Qual Fin SF,75
Garage Cond + Kitchen Qual,75
Fireplace Qu + Heating QC,75
Garage Cond + Heating QC,75
Garage Cond + Gr Liv Area,75
Garage Cond + Garage Qual,75
Bsmt Qual + Garage Cond + Kitchen Qual,75
Fireplace Qu + Kitchen Qual,75
Bsmt Qual + Garage Cond + Low Qual Fin SF,75
Bsmt Qual + Garage Cond + Utilities,75
Bsmt Qual + Garage Qual + Gr Liv Area,75
Bsmt Qual + Garage Qual + Heating QC,75
Bsmt Qual + Garage Qual + Kitchen Qual,75
Bsmt Qual + Garage Qual + Low Qual Fin SF,75
Fireplace Qu + Low Qual Fin SF,75
Garage Cond + Gr Liv Area + Low Qual Fin SF,75
Bsmt Qual + Garage Qual + Utilities,75
Bsmt Qual + Gr Liv Area + Heating QC,75
Garage Cond + Garage Qual + Utilities,75
Fireplace Qu + Utilities,75
Garage Cond + Garage Qual + Low Qual Fin SF,75
Garage Cond + Garage Qual + Kitchen Qual,75
Garage Cond + Garage Qual + Heating QC,75
Garage Cond + Garage Qual + Gr Liv Area,75
Bsmt Qual + Heating QC + Kitchen Qual,75
Bsmt Qual + Gr Liv Area + Utilities,75
Garage Qual + Heating QC,75
Garage Cond + Utilities,75
Garage Qual + Low Qual Fin SF,75
Heating QC + Low Qual Fin SF,75
Bsmt Qual + Heating QC + Utilities,75
Exter Qual + Garage Cond,75
Exter Qual + Garage Qual,75
Exter Qual + Gr Liv Area,75
Exter Qual + Heating QC,75
Exter Qual + Kitchen Qual,75
Exter Qual + Low Qual Fin SF,75
Garage Cond + Gr Liv Area + Kitchen Qual,75
Exter Qual + Utilities,75
Garage Cond + Gr Liv Area + Heating QC,75
Bsmt Qual + Heating QC + Low Qual Fin SF,75
Fireplace Qu + Garage Cond,75
Bsmt Qual + Garage Cond + Gr Liv Area,75
Bsmt Qual + Gr Liv Area + Kitchen Qual,75
Heating QC + Kitchen Qual,75
Garage Qual + Utilities,75
Gr Liv Area + Utilities,75
Gr Liv Area + Heating QC,75
Fireplace Qu + Garage Qual,75
Fireplace Qu + Gr Liv Area,75
Bsmt Qual + Garage Cond + Garage Qual,75
Gr Liv Area + Low Qual Fin SF,75
Gr Liv Area + Kitchen Qual,75
Bsmt Unf SF + Heating QC + Kitchen Qual,69
Bsmt Cond + Bsmt Unf SF + Gr Liv Area,69
Bsmt Cond + Bsmt Unf SF + Heating QC,69
Bsmt Unf SF + Heating QC + Utilities,69
Bsmt Unf SF + Heating QC + Low Qual Fin SF,69
Bsmt Unf SF + Gr Liv Area + Heating QC,69
Bsmt Cond + Bsmt Unf SF + Garage Cond,69
Bsmt Unf SF + Kitchen Qual + Low Qual Fin SF,69
Bsmt Unf SF + Gr Liv Area + Kitchen Qual,69
Bsmt Unf SF + Gr Liv Area + Low Qual Fin SF,69
Bsmt Cond + Bsmt Unf SF + Kitchen Qual,69
Bsmt Unf SF + Gr Liv Area + Utilities,69
Bsmt Cond + Bsmt Unf SF + Utilities,69
Bsmt Cond + Bsmt Unf SF + Low Qual Fin SF,69
Bsmt Unf SF + Garage Qual + Gr Liv Area,69
Bsmt Unf SF + Garage Qual + Utilities,69
Bsmt Qual + Bsmt Unf SF + Heating QC,69
Bsmt Unf SF + Exter Qual + Low Qual Fin SF,69
Bsmt Unf SF + Exter Qual + Kitchen Qual,69
Bsmt Unf SF + Exter Qual + Heating QC,69
Bsmt Unf SF + Exter Qual + Gr Liv Area,69
Bsmt Unf SF + Exter Qual + Garage Qual,69
Bsmt Unf SF + Exter Qual + Garage Cond,69
Bsmt Unf SF + Exter Qual + Fireplace Qu,69
Bsmt Unf SF + Exter Cond + Utilities,69
Bsmt Unf SF + Exter Cond + Low Qual Fin SF,69
Bsmt Unf SF + Exter Cond + Kitchen Qual,69
Bsmt Unf SF + Exter Cond + Heating QC,69
Bsmt Unf SF + Exter Cond + Gr Liv Area,69
Bsmt Unf SF + Exter Cond + Garage Qual,69
Bsmt Unf SF + Exter Cond + Garage Cond,69
Bsmt Unf SF + Exter Cond + Fireplace Qu,69
Bsmt Unf SF + Exter Cond + Exter Qual,69
Bsmt Qual + Bsmt Unf SF + Kitchen Qual,69
Bsmt Qual + Bsmt Unf SF + Low Qual Fin SF,69
Bsmt Qual + Bsmt Unf SF + Utilities,69
Bsmt Unf SF + Exter Qual + Utilities,69
Bsmt Qual + Bsmt Unf SF + Gr Liv Area,69
Bsmt Unf SF + Garage Qual + Low Qual Fin SF,69
Bsmt Qual + Bsmt Unf SF + Garage Qual,69
Bsmt Unf SF + Garage Qual + Kitchen Qual,69
Bsmt Unf SF + Garage Qual + Heating QC,69
Bsmt Unf SF + Garage Cond + Utilities,69
Bsmt Unf SF + Garage Cond + Low Qual Fin SF,69
Bsmt Unf SF + Garage Cond + Kitchen Qual,69
Bsmt Unf SF + Garage Cond + Heating QC,69
Bsmt Unf SF + Garage Cond + Gr Liv Area,69
Bsmt Unf SF + Garage Cond + Garage Qual,69
Bsmt Unf SF + Fireplace Qu + Utilities,69
Bsmt Unf SF + Fireplace Qu + Low Qual Fin SF,69
Bsmt Unf SF + Fireplace Qu + Kitchen Qual,69
Bsmt Unf SF + Fireplace Qu + Heating QC,69
Bsmt Unf SF + Fireplace Qu + Gr Liv Area,69
Bsmt Unf SF + Fireplace Qu + Garage Qual,69
Bsmt Unf SF + Fireplace Qu + Garage Cond,69
Bsmt Qual + Bsmt Unf SF + Exter Cond,69
Bsmt Qual + Bsmt Unf SF + Exter Qual,69
Bsmt Qual + Bsmt Unf SF + Fireplace Qu,69
Bsmt Qual + Bsmt Unf SF + Garage Cond,69
Bsmt Cond + Bsmt Unf SF + Garage Qual,69
Bsmt Unf SF + Low Qual Fin SF + Utilities,69
Bsmt Unf SF + Garage Cond,69
Bsmt Cond + Bsmt Qual + Bsmt Unf SF,69
Bsmt Unf SF + Fireplace Qu,69
Bsmt Unf SF + Utilities,69
Bsmt Unf SF + Low Qual Fin SF,69
Bsmt Unf SF + Kitchen Qual,69
Bsmt Unf SF + Exter Cond,69
Bsmt Unf SF + Gr Liv Area,69
Bsmt Unf SF + Heating QC,69
Bsmt Unf SF + Garage Qual,69
Bsmt Unf SF + Exter Qual,69
Bsmt Cond + Bsmt Unf SF + Exter Qual,69
Bsmt Cond + Bsmt Unf SF + Fireplace Qu,69
Bsmt Cond + Bsmt Unf SF,69
Bsmt Unf SF + Kitchen Qual + Utilities,69
Bsmt Qual + Bsmt Unf SF,69
Bsmt Cond + Bsmt Unf SF + Exter Cond,69
BsmtFin SF 1 + Exter Cond + Garage Qual,67
Bsmt Qual + BsmtFin SF 1 + Exter Cond,67
Bsmt Qual + BsmtFin SF 1 + Exter Qual,67
Bsmt Qual + BsmtFin SF 1 + Fireplace Qu,67
BsmtFin SF 1 + Garage Cond + Utilities,67
Bsmt Qual + BsmtFin SF 1 + Low Qual Fin SF,67
Bsmt Qual + BsmtFin SF 1 + Kitchen Qual,67
BsmtFin SF 1 + Garage Cond + Low Qual Fin SF,67
Bsmt Qual + BsmtFin SF 1 + Garage Cond,67
Bsmt Qual + BsmtFin SF 1 + Garage Qual,67
Bsmt Qual + BsmtFin SF 1 + Gr Liv Area,67
Bsmt Qual + BsmtFin SF 1 + Heating QC,67
BsmtFin SF 1 + Exter Cond + Gr Liv Area,67
Bsmt Cond + Bsmt Unf SF + BsmtFin SF 1,67
BsmtFin SF 1 + Fireplace Qu,67
BsmtFin SF 1 + Garage Qual + Gr Liv Area,67
BsmtFin SF 1 + Exter Qual,67
BsmtFin SF 1 + Exter Cond,67
BsmtFin SF 1 + Garage Cond + Kitchen Qual,67
BsmtFin SF 1 + Exter Cond + Garage Cond,67
BsmtFin SF 1 + Garage Qual + Heating QC,67
BsmtFin SF 1 + Exter Cond + Fireplace Qu,67
BsmtFin SF 1 + Exter Cond + Exter Qual,67
Bsmt Qual + Bsmt Unf SF + BsmtFin SF 1,67
BsmtFin SF 1 + Garage Qual + Kitchen Qual,67
BsmtFin SF 1 + Garage Qual + Low Qual Fin SF,67
BsmtFin SF 1 + Garage Qual + Utilities,67
BsmtFin SF 1 + Gr Liv Area + Heating QC,67
BsmtFin SF 1 + Gr Liv Area + Kitchen Qual,67
Bsmt Qual + BsmtFin SF 1 + Utilities,67
BsmtFin SF 1 + Garage Qual,67
BsmtFin SF 1 + Garage Cond,67
Bsmt Unf SF + BsmtFin SF 1 + Fireplace Qu,67
BsmtFin SF 1 + Fireplace Qu + Heating QC,67
BsmtFin SF 1 + Fireplace Qu + Gr Liv Area,67
BsmtFin SF 1 + Fireplace Qu + Garage Qual,67
Bsmt Unf SF + BsmtFin SF 1 + Gr Liv Area,67
Bsmt Unf SF + BsmtFin SF 1 + Garage Qual,67
Bsmt Unf SF + BsmtFin SF 1 + Garage Cond,67
BsmtFin SF 1 + Exter Qual + Garage Cond,67
Bsmt Unf SF + BsmtFin SF 1 + Exter Qual,67
BsmtFin SF 1 + Fireplace Qu + Low Qual Fin SF,67
BsmtFin SF 1 + Fireplace Qu + Garage Cond,67
Bsmt Unf SF + BsmtFin SF 1 + Exter Cond,67
BsmtFin SF 1 + Exter Qual + Garage Qual,67
BsmtFin SF 1 + Exter Qual + Gr Liv Area,67
BsmtFin SF 1 + Exter Qual + Heating QC,67
BsmtFin SF 1 + Exter Qual + Kitchen Qual,67
BsmtFin SF 1 + Exter Qual + Utilities,67
BsmtFin SF 1 + Fireplace Qu + Kitchen Qual,67
BsmtFin SF 1 + Fireplace Qu + Utilities,67
BsmtFin SF 1 + Garage Cond + Heating QC,67
BsmtFin SF 1 + Utilities,67
BsmtFin SF 1 + Gr Liv Area + Utilities,67
BsmtFin SF 1 + Gr Liv Area,67
BsmtFin SF 1 + Garage Cond + Gr Liv Area,67
BsmtFin SF 1 + Heating QC,67
BsmtFin SF 1 + Kitchen Qual,67
BsmtFin SF 1 + Low Qual Fin SF,67
BsmtFin SF 1 + Exter Cond + Heating QC,67
BsmtFin SF 1 + Exter Cond + Kitchen Qual,67
Bsmt Unf SF + BsmtFin SF 1 + Heating QC,67
BsmtFin SF 1 + Garage Cond + Garage Qual,67
BsmtFin SF 1 + Exter Cond + Low Qual Fin SF,67
BsmtFin SF 1 + Exter Cond + Utilities,67
BsmtFin SF 1 + Exter Qual + Fireplace Qu,67
Bsmt Unf SF + BsmtFin SF 1 + Utilities,67
Bsmt Unf SF + BsmtFin SF 1 + Low Qual Fin SF,67
Bsmt Unf SF + BsmtFin SF 1 + Kitchen Qual,67
BsmtFin SF 1 + Gr Liv Area + Low Qual Fin SF,67
BsmtFin SF 1 + Exter Qual + Low Qual Fin SF,67
BsmtFin SF 1 + Low Qual Fin SF + Utilities,67
Bsmt Cond + BsmtFin SF 1 + Heating QC,67
BsmtFin SF 1 + Kitchen Qual + Utilities,67
BsmtFin SF 1 + Kitchen Qual + Low Qual Fin SF,67
BsmtFin SF 1 + Heating QC + Utilities,67
BsmtFin SF 1 + Heating QC + Low Qual Fin SF,67
Bsmt Qual + BsmtFin SF 1,67
Bsmt Cond + BsmtFin SF 1,67
Bsmt Unf SF + BsmtFin SF 1,67
Bsmt Cond + BsmtFin SF 1 + Utilities,67
Bsmt Cond + BsmtFin SF 1 + Low Qual Fin SF,67
Bsmt Cond + BsmtFin SF 1 + Kitchen Qual,67
BsmtFin SF 1 + Heating QC + Kitchen Qual,67
Bsmt Cond + BsmtFin SF 1 + Gr Liv Area,67
Bsmt Cond + BsmtFin SF 1 + Exter Cond,67
Bsmt Cond + BsmtFin SF 1 + Garage Cond,67
Bsmt Cond + BsmtFin SF 1 + Fireplace Qu,67
Bsmt Cond + BsmtFin SF 1 + Exter Qual,67
Bsmt Cond + BsmtFin SF 1 + Garage Qual,67
Bsmt Cond + Bsmt Qual + BsmtFin SF 1,67
Bsmt Cond + BsmtFin SF 2 + Kitchen Qual,66
Bsmt Unf SF + BsmtFin SF 2 + Utilities,66
BsmtFin SF 2 + Kitchen Qual,66
BsmtFin SF 2 + Heating QC,66
Bsmt Cond + BsmtFin SF 2 + Low Qual Fin SF,66
BsmtFin SF 2 + Gr Liv Area,66
BsmtFin SF 2 + Garage Qual,66
BsmtFin SF 2 + Exter Qual + Utilities,66
BsmtFin SF 2 + Fireplace Qu,66
Bsmt Cond + Bsmt Qual + BsmtFin SF 2,66
BsmtFin SF 2 + Garage Cond,66
BsmtFin SF 2 + Exter Qual + Heating QC,66
BsmtFin SF 2 + Exter Qual,66
BsmtFin SF 2 + Exter Qual + Low Qual Fin SF,66
BsmtFin SF 2 + Exter Qual + Fireplace Qu,66
Bsmt Cond + BsmtFin SF 2 + Utilities,66
BsmtFin SF 2 + Exter Cond,66
BsmtFin SF 2 + Exter Cond + Utilities,66
BsmtFin SF 2 + Exter Qual + Kitchen Qual,66
Bsmt Unf SF + BsmtFin SF 2 + Low Qual Fin SF,66
BsmtFin SF 2 + Garage Cond + Utilities,66
Bsmt Unf SF + BsmtFin SF 2 + Kitchen Qual,66
Bsmt Unf SF + BsmtFin SF 2 + Heating QC,66
Bsmt Cond + Bsmt Unf SF + BsmtFin SF 2,66
BsmtFin SF 2 + Exter Qual + Gr Liv Area,66
BsmtFin SF 2 + Utilities,66
BsmtFin SF 2 + Low Qual Fin SF,66
BsmtFin SF 2 + Exter Qual + Garage Qual,66
BsmtFin SF 2 + Exter Qual + Garage Cond,66
Bsmt Cond + BsmtFin SF 2 + Exter Cond,66
Bsmt Cond + BsmtFin SF 2 + Exter Qual,66
Bsmt Cond + BsmtFin SF 2 + Fireplace Qu,66
Bsmt Cond + BsmtFin SF 2,66
Bsmt Cond + BsmtFin SF 2 + Garage Cond,66
Bsmt Cond + BsmtFin SF 2 + Garage Qual,66
Bsmt Cond + BsmtFin SF 2 + Gr Liv Area,66
Bsmt Unf SF + BsmtFin SF 2 + Exter Cond,66
BsmtFin SF 2 + Garage Qual + Gr Liv Area,66
Bsmt Unf SF + BsmtFin SF 2 + Exter Qual,66
Bsmt Unf SF + BsmtFin SF 2 + Fireplace Qu,66
Bsmt Cond + BsmtFin SF 2 + Heating QC,66
Bsmt Unf SF + BsmtFin SF 2 + Garage Cond,66
Bsmt Unf SF + BsmtFin SF 2 + Garage Qual,66
Bsmt Unf SF + BsmtFin SF 2 + Gr Liv Area,66
Bsmt Qual + BsmtFin SF 2 + Utilities,66
BsmtFin SF 2 + Exter Cond + Low Qual Fin SF,66
Bsmt Qual + BsmtFin SF 2 + Low Qual Fin SF,66
Bsmt Unf SF + BsmtFin SF 2,66
BsmtFin SF 2 + Garage Cond + Gr Liv Area,66
BsmtFin SF 2 + Exter Cond + Garage Cond,66
BsmtFin SF 2 + Garage Qual + Heating QC,66
BsmtFin SF 2 + Exter Cond + Fireplace Qu,66
BsmtFin SF 2 + Exter Cond + Exter Qual,66
Bsmt Qual + BsmtFin SF 2 + Kitchen Qual,66
Bsmt Qual + Bsmt Unf SF + BsmtFin SF 2,66
BsmtFin SF 2 + Garage Qual + Kitchen Qual,66
BsmtFin SF 2 + Garage Qual + Low Qual Fin SF,66
BsmtFin SF 2 + Garage Qual + Utilities,66
BsmtFin SF 2 + Low Qual Fin SF + Utilities,66
BsmtFin SF 2 + Kitchen Qual + Utilities,66
BsmtFin SF 2 + Gr Liv Area + Heating QC,66
BsmtFin SF 2 + Kitchen Qual + Low Qual Fin SF,66
BsmtFin SF 2 + Heating QC + Utilities,66
BsmtFin SF 2 + Heating QC + Low Qual Fin SF,66
BsmtFin SF 2 + Garage Cond + Heating QC,66
BsmtFin SF 2 + Heating QC + Kitchen Qual,66
BsmtFin SF 2 + Gr Liv Area + Utilities,66
BsmtFin SF 2 + Gr Liv Area + Low Qual Fin SF,66
BsmtFin SF 2 + Garage Cond + Kitchen Qual,66
BsmtFin SF 2 + Exter Cond + Garage Qual,66
BsmtFin SF 2 + Garage Cond + Garage Qual,66
BsmtFin SF 2 + Exter Cond + Kitchen Qual,66
BsmtFin SF 2 + Fireplace Qu + Gr Liv Area,66
Bsmt Qual + BsmtFin SF 2 + Heating QC,66
Bsmt Qual + BsmtFin SF 2 + Gr Liv Area,66
Bsmt Qual + BsmtFin SF 2 + Garage Qual,66
Bsmt Qual + BsmtFin SF 2 + Garage Cond,66
BsmtFin SF 2 + Garage Cond + Low Qual Fin SF,66
BsmtFin SF 2 + Fireplace Qu + Garage Cond,66
BsmtFin SF 2 + Fireplace Qu + Garage Qual,66
