timestamp,neigh,category,budget,cost,slack,slack_pct,profit,roi,budget_utilization,y_price,delta_reg_abs,delta_reg_pct,gr_liv_area,garage_area,screen_porch,beds,fullbath,halfbath,kitchen,overall_qual,overall_cond,kitchen_qual,heating_qc
2025-11-29T14:45:04.148637,BrkSide,baja,500000.0,278888.8899999999,221111.1100000001,0.4422222200000002,162208.7363400358,0.581624948702818,0.5577777799999998,441097.6263400357,70676.1011922909,19.07991204455554,400.0,450.0,162.0,5.0,3.0,1.0,1.0,9.0,10.0,4.0,3.0
2025-11-29T14:45:14.989397,Edwards,baja,500000.0,238529.55999999988,261470.44000000012,0.5229408800000003,85516.76544728642,0.358516426422312,0.4770591199999998,324046.3254472863,62560.501437134255,23.925006900070183,498.0,150.0,0.0,2.0,1.0,0.0,1.0,7.0,10.0,3.0,2.0
2025-11-29T14:45:24.452689,IDOTRR,baja,500000.0,277612.88999999914,222387.1100000009,0.4447742200000018,96749.74889055535,0.3485059677544355,0.5552257799999983,374362.6388905545,16256.381049042977,4.539541181723115,480.0,450.0,196.0,5.0,3.0,1.0,1.0,9.0,10.0,4.0,3.0
2025-11-29T14:45:28.930810,MeadowV,baja,500000.0,306617.8899999989,193382.1100000011,0.38676422000000216,58212.03576102323,0.18985205253686743,0.6132357799999978,364829.92576102214,42590.553535769344,13.217054527401933,629.999999999996,449.9999999999983,162.0,5.0,3.0,1.0,1.0,9.0,10.0,4.0,3.0
2025-11-29T14:45:35.556681,NPkVill,baja,500000.0,368213.89,131786.11,0.26357221999999997,42208.77923905541,0.1146311434342018,0.73642778,410422.6692390554,4260.201992993592,1.0488911055419288,836.0,450.0,162.0,5.0,3.0,1.0,1.0,9.0,10.0,4.0,3.0
2025-11-29T14:45:42.977473,OldTown,baja,500000.0,306099.3899999991,193900.61000000092,0.38780122000000183,126015.79253864841,0.41168259936306567,0.6121987799999982,432115.1825386475,60396.416601688485,16.247879347563345,407.0,675.0,162.0,5.0,3.0,1.0,1.0,9.0,10.0,4.0,3.0
2025-11-29T14:45:45.688434,SWISU,baja,500000.0,253589.89,246410.11,0.49282022,92727.60279634601,0.36565969880087096,0.5071797800000001,346317.492796346,2831.5605963668204,0.8243599900092188,438.0,450.0,0.0,5.0,3.0,0.0,1.0,9.0,10.0,4.0,3.0
2025-11-29T14:45:52.602714,Sawyer,baja,500000.0,386230.63999999984,113769.36000000016,0.22753872000000033,87476.34711566014,0.2264873318068711,0.7724612799999997,473706.98711566,44488.05724987644,10.364887043492658,833.0,450.0,162.0,5.0,3.0,1.0,1.0,9.0,10.0,4.0,3.0
2025-11-29T14:44:57.408310,Blmngtn,media,500000.0,496355.8899999997,3644.110000000277,0.007288220000000554,64482.05271154194,0.1299109248236018,0.9927117799999995,560837.9427115417,90317.74234181632,19.19529539238622,1208.0,450.0,162.0,5.0,3.0,1.0,1.0,9.0,10.0,4.0,3.0
2025-11-29T14:45:09.747317,CollgCr,media,500000.0,402418.3899999998,97581.61000000022,0.19516322000000044,44987.12588008185,0.11179192352536839,0.8048367799999996,447405.5158800816,23465.851169102243,5.535186518841089,898.0,450.0,162.0,5.0,3.0,1.0,1.0,9.0,10.0,4.0,3.0
2025-11-29T14:45:17.954331,Gilbert,media,500000.0,402418.3899999989,97581.61000000108,0.19516322000000216,30859.48046333337,0.07668506517143378,0.8048367799999978,433277.8704633323,9428.34355777118,2.224455369009278,897.9999999999972,449.99999999999704,162.0,6.0,3.0,1.0,1.0,9.0,10.0,4.0,3.0
2025-11-29T14:45:20.218758,Greens,media,500000.0,477052.8899999997,22947.110000000277,0.045894220000000555,39632.16454430838,0.08307708720579894,0.9541057799999995,516685.0545443081,31453.9231043373,6.482255788286855,1124.0,500.0,162.0,5.0,3.0,1.0,1.0,9.0,10.0,4.0,4.0
2025-11-29T14:45:33.489175,Mitchel,media,500000.0,367601.3899999962,132398.61000000383,0.26479722000000766,89697.45466893044,0.24400738710191322,0.7352027799999924,457298.8446689266,44273.6064597824,10.719346510578976,770.0,450.0,162.0,5.0,3.0,1.0,1.0,9.0,10.0,4.0,3.0
2025-11-29T14:45:37.294145,NWAmes,media,500000.0,498771.88999999984,1228.1100000001609,0.0024562200000003216,40033.254499194736,0.08026365419108673,0.9975437799999997,538805.1444991946,66678.06969201931,14.122907422594178,1208.0,450.0,162.0,5.0,3.0,1.0,1.0,9.0,10.0,4.0,3.0
2025-11-29T14:45:39.628232,No aplicames,media,500000.0,366615.139985,133384.86001500004,0.2667697200300001,62315.17336462316,0.16997435885264522,0.73323027997,428930.3133496232,9833.027251621708,2.3462397819780585,715.0,450.0,162.0,5.0,3.0,1.0,1.0,9.0,10.0,4.0,3.0
2025-11-29T14:45:49.513444,SawyerW,media,500000.0,366061.3899999993,133938.61000000068,0.26787722000000136,92782.3652157787,0.2534612164800524,0.7321227799999986,458843.755215778,60650.32507030363,15.231372614095088,770.0,450.0,162.0,5.0,3.0,1.0,1.0,9.0,10.0,4.0,3.0
